Block Name,Block Offset,Register Name,Register Offset,Access Mode(RW/RO/WO/W1C/W1T/W1S),Repeat,Register Description,Field,Bits,Access Type(RW/RO/WO/W1C/W1T/W1S),Reset Value,HDL Path,Field Description,Write Out
,,PCIEPHY_CTRL_348,0x570,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_349,0x574,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_350,0x578,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_255_224,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_351,0x57c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_352,0x580,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_353,0x584,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_354,0x588,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_misc_g5_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_355,0x58c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_ref_ld_val_g4,27:21,RW,0x0,,,
,,,,,,,protocol0_ext_rx_ref_ld_val_g3,20:14,RW,0x0,,,
,,,,,,,protocol0_ext_rx_ref_ld_val_g2,13:7,RW,0x0,,,
,,,,,,,protocol0_ext_rx_ref_ld_val_g1,6:0,RW,0x0,,,
,,PCIEPHY_CTRL_356,0x590,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_term_ctrl_g2,29:26,RW,0x0,,,
,,,,,,,protocol0_ext_rx_term_ctrl_g1,25:22,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lfps_filter_en_g5,21,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lfps_filter_en_g4,20,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lfps_filter_en_g3,19,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lfps_filter_en_g2,18,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lfps_filter_en_g1,17,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lf_threshold_g5,16:15,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lf_threshold_g4,14:13,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lf_threshold_g3,12:11,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lf_threshold_g2,10:9,RW,0x0,,,
,,,,,,,protocol0_ext_rx_sigdet_lf_threshold_g1,8:7,RW,0x0,,,
,,,,,,,protocol0_ext_rx_ref_ld_val_g5,6:0,RW,0x0,,,
,,PCIEPHY_CTRL_357,0x594,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_term_ctrl_g5,11:8,RW,0x0,,,
,,,,,,,protocol0_ext_rx_term_ctrl_g4,7:4,RW,0x0,,,
,,,,,,,protocol0_ext_rx_term_ctrl_g3,3:0,RW,0x0,,,
,,PCIEPHY_CTRL_358,0x598,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_vco_ld_val_g2,25:13,RW,0x0,,,
,,,,,,,protocol0_ext_rx_vco_ld_val_g1,12:0,RW,0x0,,,
,,PCIEPHY_CTRL_359,0x59c,RW,,,,,,,,,
,,,,,,,protocol0_ext_rx_vco_ld_val_g4,25:13,RW,0x0,,,
,,,,,,,protocol0_ext_rx_vco_ld_val_g3,12:0,RW,0x0,,,
,,PCIEPHY_CTRL_360,0x5a0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_cm_range_g3,29:26,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_cm_range_g2,25:22,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_cm_range_g1,21:18,RW,0x0,,,
,,,,,,,protocol0_ext_rx_vref_ctrl,17:13,RW,0x0,,,
,,,,,,,protocol0_ext_rx_vco_ld_val_g5,12:0,RW,0x0,,,
,,PCIEPHY_CTRL_361,0x5a4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_diff_range_g5,27:24,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_diff_range_g4,23:20,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_diff_range_g3,19:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_diff_range_g2,15:12,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_diff_range_g1,11:8,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_cm_range_g5,7:4,RW,0x0,,,
,,,,,,,protocol0_ext_tx_dcc_ctrl_cm_range_g4,3:0,RW,0x0,,,
,,PCIEPHY_CTRL_362,0x5a8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_363,0x5ac,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_364,0x5b0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g1_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_365,0x5b4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_366,0x5b8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_367,0x5bc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g2_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_368,0x5c0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_369,0x5c4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_370,0x5c8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g3_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_371,0x5cc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_372,0x5d0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_373,0x5d4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g4_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_374,0x5d8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_375,0x5dc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_376,0x5e0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_main_g5_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_377,0x5e4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_ovrd_g2,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_eq_ovrd_g1,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_378,0x5e8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_ovrd_g4,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_eq_ovrd_g3,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_379,0x5ec,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_ovrd_g5,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_380,0x5f0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_381,0x5f4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_382,0x5f8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_383,0x5fc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_384,0x600,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_385,0x604,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_386,0x608,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_387,0x60c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_388,0x610,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_389,0x614,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_390,0x618,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g2_79_64,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_eq_post_g1_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_391,0x61c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g4_79_64,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_eq_post_g3_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_392,0x620,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_post_g5_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_393,0x624,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_394,0x628,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_395,0x62c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_396,0x630,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_397,0x634,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_398,0x638,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_399,0x63c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_400,0x640,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_401,0x644,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_402,0x648,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_403,0x64c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g2_79_64,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_eq_pre_g1_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_404,0x650,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_eq_pre_g4_79_64,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_eq_pre_g3_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_405,0x654,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_fastedge_en_g5,20,RW,0x0,,,
,,,,,,,protocol0_ext_tx_fastedge_en_g4,19,RW,0x0,,,
,,,,,,,protocol0_ext_tx_fastedge_en_g3,18,RW,0x0,,,
,,,,,,,protocol0_ext_tx_fastedge_en_g2,17,RW,0x0,,,
,,,,,,,protocol0_ext_tx_fastedge_en_g1,16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_eq_pre_g5_79_64,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_406,0x658,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_407,0x65c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_408,0x660,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_409,0x664,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_410,0x668,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_411,0x66c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_412,0x670,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_413,0x674,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_255_223,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_414,0x678,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_415,0x67c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_416,0x680,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_417,0x684,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g1_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_418,0x688,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_419,0x68c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_420,0x690,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_421,0x694,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_422,0x698,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_423,0x69c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_424,0x6a0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_425,0x6a4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_255_223,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_426,0x6a8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_427,0x6ac,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_428,0x6b0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_429,0x6b4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g2_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_430,0x6b8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_431,0x6bc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_432,0x6c0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_433,0x6c4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_434,0x6c8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_435,0x6cc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_436,0x6d0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_437,0x6d4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_255_223,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_438,0x6d8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_439,0x6dc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_440,0x6e0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_441,0x6e4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g3_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_442,0x6e8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_443,0x6ec,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_444,0x6f0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_445,0x6f4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_446,0x6f8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_447,0x6fc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_448,0x700,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_449,0x704,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_255_223,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_450,0x708,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_451,0x70c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_452,0x710,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_453,0x714,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g4_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_454,0x718,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_455,0x71c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_456,0x720,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_457,0x724,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_127_96,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_458,0x728,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_159_128,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_459,0x72c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_191_160,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_460,0x730,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_223_192,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_461,0x734,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_255_223,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_462,0x738,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_287_256,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_463,0x73c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_319_288,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_464,0x740,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_351_320,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_465,0x744,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_misc_g5_383_352,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_466,0x748,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_467,0x74c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_468,0x750,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g1_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_469,0x754,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_470,0x758,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_471,0x75c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g2_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_472,0x760,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_473,0x764,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_474,0x768,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g3_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_475,0x76c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_476,0x770,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_477,0x774,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g4_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_478,0x778,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_479,0x77c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_480,0x780,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g5_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_481,0x784,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g1_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_482,0x788,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g1_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_483,0x78c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g1_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_484,0x790,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g2_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_485,0x794,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g2_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_486,0x798,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g2_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_487,0x79c,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g3_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_488,0x7a0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g3_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_489,0x7a4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g3_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_490,0x7a8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g4_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_491,0x7ac,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g4_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_492,0x7b0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g4_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_493,0x7b4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g5_31_0,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_494,0x7b8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g5_63_32,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_495,0x7bc,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g5_95_64,31:0,RW,0x0,,,
,,PCIEPHY_CTRL_496,0x7c0,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g2_111_96,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g1_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_497,0x7c4,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g4_111_96,31:16,RW,0x0,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_intg_g3_111_96,15:0,RW,0x0,,,
,,PCIEPHY_CTRL_498,0x7c8,RW,,,,,,,,,
,,,,,,,protocol0_ext_tx_ropll_cp_ctl_prop_g2_111_96,31:16,RW,0x0,,,
